positive, fabulous thank you so much looking forward to taking to the skies with you
positive, flights in hrsi ve had the same flight attendant for of those flights freaky coincidence plus side she s great
positive, thank you so much its been a very stressful day
positive, thank you 
positive, @love_dragonss oh my gosh
positive, @love_dragonss lauren im screaming
positive, awesome sending now 
positive, pleasantly surprised to be boarding my flight on time this morning at good job 
positive, after missing my flight and reflight booking problemsxi just walked onto another flight and my phone was still on the seat 
positive, thanks travis at phl a east checkin for knowing baggage policies skisboots count as teach your mgr who didn t know
positive, oh my gosh seriously you just made my dayweekyear no one will appreciate this more than me 
positive, shout out to the pilots and fc attendant eliz of us super strong crosswinds during landing eliz did a super job throughout
positive, ice cream up front solid
positive, you guys operate a world class company and for that i thank you
positive, thank you for your time 
positive, right on up upaway 
positive, thank you thank you thank you
positive, loved the service from the staff at newark today good service goes along way i appreciate your preciation nj tampa 
positive, finally rectified my flight situation thanks again
positive, @love_dragonss oh my god lauren oh my god oh my god
positive, @love_dragonss holy fuckinf shit
positive, @love_dragonss lauren omg best airline ever
positive, you re the best
positive, @love_dragonss lauren omg im dead im so so happy for you yes yes
positive, on time today and from phl nice work #thereisafirstforeverything
positive, hey sourhwest can you send me to atlanta to seei will fly southwest forever u guys are the best airline 
positive, hey southwest i wanna go to seeyou guys are a lot better then jet blue 
positive, you guys rock 
positive, #aateam thanks for working in very rigorous weather conditions for all
positive, thank you so much completely made things right 
positive, thanksi ll look forward to the response 
positive, saved the day ddddexpedia lost a costumer #makingthingseasy #feelbetter
positive, new apple crâpeamazing live from ua really nice crew too #americanair has biscuitsua needs them
positive, thank you
positive, thank youtruly appreciate the helpjust sent a
positive, thank you for the new club at o hare very comfortable you made the difficult weather days proficient and enjoyable 
positive, i appreciate the follow up 
positive, @jsumiyasu i am thankful to the united ground staff who put me in the last seat on the last flight out home late flight is still home 
positive, no worries about the tweets we all should do what we can to make sure weas in your tag linefly the friendly skies 
positive, @flyana_official pleasantly surprised to find ana has made major upgrades on their transpacific route in flightsplanes and service 
positive, thank you so much 
positive, yes terra blue chips were my favorite
positive, id my confirmation code thanks again for your help mommydaddyand kids appreciate it 
